id,node_id,position
19790071,3800878491,3
19790071,206181494,4
19790071,206181495,5
19790071,206181496,6
19790071,3800878473,7
19790071,813726833,8
19790072,206181498,0
19790072,3802867372,1
19790072,3802867371,2
19790072,4221586712,3
19790072,308825293,4
19790072,3802867360,5
19790072,4221578787,6
19790072,206181499,7
19790072,3802857745,8
19790072,813726721,9
19790072,813726799,10
19790072,3802857731,11
19790072,3802857724,12
19790072,813726762,13
19790072,4221578719,14
19790072,3802857722,15
19790072,813726774,16
19790072,813726874,17
19790072,4221578730,18
19790072,3802857729,19
19790072,4221578743,20
19790072,813726839,21
19790072,206181501,22
19790072,3802857755,23
19790072,206181497,24
19790072,3802867359,25
19790072,3802867370,26
19790072,206181498,27
19790073,813726860,0
19790073,1722054132,1
19802240,206358298,0
19802240,206358337,1
19802240,2320116511,2
19802240,206358300,3
19802240,206358301,4
19802240,206358302,5
19802240,3151404049,6
19802240,206358339,7
19802241,191232628,0
19802241,206358321,1
19802241,206358325,2
19802241,206181459,3
19802241,206181460,4
19802241,2319892469,5
19802241,206358298,6
19802242,206358322,0
19802242,3744236344,1
19802242,206358324,2
19802242,206358325,3
19802244,206358357,0
19802244,206358348,1
19802244,206358343,2
19802245,348072295,0
19802245,206358310,1
19802246,206358394,0
19802246,206358393,1
19802246,1720435959,2
19802246,206181464,3
19802248,191230169,0
19802248,206358473,1
19802248,206358479,2
19802248,206358485,3
19802249,348072295,0
19802249,206358492,1
19802249,206358495,2
19802249,206358497,3
19802250,206358438,0
19802250,6963036766,1
19802250,206358545,2
19802250,206358546,3
19802250,206358543,4
19802250,2452038268,5
19802250,3811285818,6
19802250,813726858,7
19802251,2452038268,0
19802251,206358555,1
19802251,206358558,2
19802251,206358559,3
19802251,206358560,4
19802251,206358316,5
19802252,191230162,0
19802252,3710814227,1
19802252,2321192130,2
19802252,206358566,3
19802252,2834400601,4
19802252,206358568,5
19802252,2834400616,6
19802253,3391183603,0
19802253,206358571,1
19802253,206358570,2
19802253,191230159,3
19802255,2819391698,0
19802255,7110067846,1
19802255,206396196,2
19802255,206396202,3
19802255,206396193,4
19802259,206358603,0
19802259,1279798382,1
19802259,206358604,2
19802260,206358605,0
19802260,348085675,1
19802260,206358607,2
19802260,6963023683,3
19802260,206358555,4
19802262,813726755,0
19802262,206358613,1
19802262,206358612,2
19802262,3351793578,3
19802262,206358610,4
19802263,206358617,0
19802263,1279798378,1
19802263,3149489009,2
19802263,206358612,3
19802264,206358618,0
19802264,206358619,1
19802264,206358620,2
19804752,206396050,0
19804752,814340940,1
19804752,4357602639,2
19804752,206396049,3
19804752,2474401158,4
19804752,4357602584,5
19804752,206396045,6
19804753,206396061,0
19804753,835459078,1
19804753,206396060,2
19804755,195968314,0
19804755,4291083480,1
19804755,206396062,2
19804755,206396064,3
19804757,206396092,0
19804757,7110067880,1
19804757,307740539,2
19804757,307740457,3
19804758,234635918,0
19804758,206396102,1
19804758,6152345829,2
19804758,206396100,3
19804758,7110067841,4
19804758,206396061,5
19804761,206396294,0
19804761,5274201615,1
19804761,490827687,2
19804761,2504854938,3
19804761,490827675,4
19804761,206396297,5
19804762,205488025,0
19804762,366553764,1
19804762,4357602548,2
19804762,206396223,3
19804762,4357602600,4
19804762,206396133,5
19804764,206396139,0
19804764,2474401146,1
19804764,4876264130,2
19804764,7110067856,3
19804764,206396141,4
19804764,206396143,5
19804765,206396045,0
19804765,4357602578,1
19804765,2474401156,2
19804765,206396147,3
19804765,206396143,4
19804766,4357602277,0
19804766,206396149,1
19804766,206396152,2
19804766,7110067855,3
19804766,206396153,4
19804766,206396156,5
19804766,7110067854,6
19804766,4357602228,7
19804766,7110067853,8
19804766,206396291,9
19804766,206396282,10
19804766,206396158,11
19804767,206396042,0
19804767,4357602277,1
19804767,206396183,2
19804767,206396180,3
19804767,206396176,4
19804767,4876264210,5
19804767,206358596,6
19804768,206396182,0
19804768,1905510917,1
19804768,206396183,2
19804769,206396184,0
19804769,206396186,1
19804769,206396156,2
19804770,206358582,0
19804770,206396190,1
19804772,206396190,0
19804772,206396191,1
19804772,7110067840,2
19804772,813726742,3
19804772,5810280000,4
19804772,206396165,5
19804773,206396193,0
19804773,206396195,1
19804774,206396196,0
19804774,206396197,1
19804774,206396199,2
19804775,206396202,0
19804775,206396205,1
19804775,3651278725,2
19804775,3651278726,3
19804776,206396165,0
19804776,206396210,1
19804776,366553301,2
19804776,206396214,3
19804777,206396220,0
19804777,206396219,1
19804777,206396217,2
19804777,206396210,3
19804778,206396160,0
19804778,206396220,1
19804778,366553293,2
19804778,205488022,3
19804779,205488020,0
19804779,366553294,1
19804779,206396219,2
19804781,206396221,0
19804781,206396223,1
19804782,2452038281,0
19804782,2452038279,1
19804782,2452038283,2
19804782,2452038295,3
19804782,2452038293,4
19804782,2452038281,5
19804783,206396232,0
19804783,1279798380,1
19804783,206396235,2
19804785,206396238,0
19804785,206396240,1
19804786,206396250,0
19804786,206396251,1
19804786,206396240,2
19804788,206396248,0
19804788,206396253,1
19804788,206396095,2
19804792,206396056,0
19804792,5064082360,1
19804792,5191731024,2
19804792,5191731023,3
19804792,206396269,4
19804792,206396272,5
19804792,206396276,6
19804792,4876264645,7
19804792,814340930,8
19804793,206396272,0
19804793,206396279,1
19804793,206396106,2
19804794,206396281,0
19804794,4357602604,1
19804794,7110067860,2
19804794,206396078,3
19804795,206396284,0
19804795,4357602242,1
19804795,7172921592,2
19804795,206396287,3
19804795,4357602239,4
19804795,206396283,5
19804795,7110067839,6
19804795,206396282,7
19804797,206396289,0
19804797,4357602269,1
19804797,206396221,2
19804797,366553292,3
19804797,205488023,4
19804806,206396345,0
19804806,4302339050,1
19804806,206396356,2
19804807,206396357,0
19804807,814340951,1
19804807,206396358,2
19804807,206396360,3
19804807,206396361,4
19804807,206396363,5
19804807,206396368,6
19804808,490827645,0
19804808,206396364,1
19804808,206396365,2
19804808,1289553655,3
19804808,206396366,4
19804812,206396399,0
19804812,2618464822,1
19804812,5586978251,2
19804812,206396398,3
19804814,206396398,0
19804814,206396412,1
19804817,206396440,0
19804817,206396445,1
19804817,6119974200,2
19804817,206396448,3
19804817,2625930401,4
19804817,2625930402,5
19804817,206396449,6
19804817,206396425,7
19909785,206396116,0
19909785,206396401,1
19909785,206396450,2
21766538,234636745,0
21766538,7110067875,1
21766538,234636676,2
21766538,7110067881,3
21766538,234636509,4
22295886,205488013,0
22295886,348631838,1
22295886,239937708,2
22295886,239937695,3
22295888,239937712,0
22295888,239937717,1
22741997,243996843,0
22741997,243997059,1
22741997,243997060,2
22741997,243996844,3
22741997,2408015573,4
22741997,243997037,5
22741997,2408015650,6
22741997,1254086124,7
22741997,243997039,8
22741997,1876020759,9
22741997,243996845,10
22742005,2408032566,0
22742005,243997095,1
22742005,6334243632,2
22742005,2408032569,3
22742005,2408032567,4
22742005,243997096,5
22742149,4976162021,0
22742149,3150419448,1
22742149,205488011,2
22743720,710632999,0
22743720,195971433,1
22743721,195971433,0
22743721,1424942224,1
22743721,710632998,2
22743742,2792728738,0
22743742,206181392,1
22743742,2792728773,2
22743742,2792728799,3
22743745,195977239,0
22743745,3149356536,1
22743745,195977240,2
22743745,813726743,3
22743745,195977242,4
22743745,206181469,5
22743745,195977250,6
22743745,195977255,7
22743747,2912621216,0
22743747,2912621217,1
22743747,2912621231,2
22743747,2912621232,3
22743747,1343108956,4
22743747,1343108963,5
22743747,4420225601,6
22743747,195977234,7
22743747,2343687038,8
22743747,2343687032,9
22743747,2343687029,10
22743747,2343687028,11
22743747,2343687026,12
22743747,2343687025,13
22743747,2343687023,14
22743747,2343687021,15
22743747,710632989,16
22743747,1343113407,17
22743747,3149394404,18
22743747,1343113405,19
22743747,4499037204,20
22743747,1343113440,21
22743747,1343113411,22
22743747,1343113412,23
22743747,2865037235,24
22743747,195977239,25
22743747,2912621216,26
22743983,192016407,0
22743983,3695362660,1
22743983,710633013,2
22743983,191135801,3
22743983,191135802,4
22743983,191135803,5
22743983,191135805,6
22743983,643085783,7
22743983,2582629391,8
22743983,2582629393,9
22743983,2582629389,10
22743983,643085781,11
22743983,710633005,12
22743983,7116409515,13
22743983,1343129962,14
22743983,1343129950,15
22743983,1343129947,16
22743983,2321266667,17
22743983,2321266668,18
22743983,2582629384,19
22743983,3133475060,20
22743983,3133475062,21
22743983,4335634582,22
22743983,192009478,23
22743983,3129406297,24
22743983,3129406312,25
22743983,3133475077,26
22743983,3133475088,27
22743983,3133475100,28
22743983,3133475109,29
22743983,3133475116,30
22743983,2582629395,31
22743983,3133475134,32
22743983,3133475145,33
22743983,3133475155,34
22743983,3133475171,35
22743983,3133475182,36
22743983,3133475197,37
22743983,3133475207,38
22743983,2582629396,39
22743983,3144575224,40
22743983,192009480,41
22743983,2582629398,42
22743983,192016407,43
22743996,2085744465,0
22743996,2321266665,1
22743996,4335634582,2
22743996,195982685,3
22743996,195984650,4
22744006,206358593,0
22744006,206358596,1
22744223,244017699,0
22744223,7111381150,1
22744223,7111381152,2
22744223,7111381169,3
22744223,244017700,4
22744223,7111381170,5
22744223,7111381143,6
22744223,303816387,7
22744237,7111381124,0
22744237,7111381123,1
22744237,7111381122,2
22744237,7111381119,3
22744237,7111381121,4
22744237,7111381120,5
22744237,244017823,6
22744243,244017697,0
22744243,7111381146,1
22744243,7111381156,2
22744243,7111381155,3
22744243,870048300,4
22744243,750502814,5
22744243,244017866,6
22744243,244017867,7
22744243,4387561106,8
22744243,244017868,9
22744243,3391306272,10
22744243,3391306269,11
22744243,303810012,12
22744243,256183152,13
22746358,206396133,0
22746358,4357602612,1
22746358,206396238,2
22747191,206358291,0
22747191,4097877853,1
22747191,4419291239,2
22747191,244059050,3
22747191,4419291211,4
22747191,4419291215,5
22747191,3800878302,6
22747191,4419291214,7
22747191,4419291216,8
22747191,3800878304,9
22747191,3800878308,10
22747191,3800878310,11
22747191,3800878305,12
22747191,3800878309,13
22747191,3800878312,14
22747191,1720903505,15
22747191,813726818,16
22747191,1721576747,17
22747191,1721576752,18
22747191,1721576754,19
22747191,1721576762,20
22747191,1721582743,21
22747191,1721576760,22
22747191,244064000,23
22747191,1722037741,24
22747191,2318107723,25
22747191,308814155,26
22747191,1722037736,27
22747191,1720903513,28
22747191,3800878354,29
22747191,1721592810,30
22747191,1720903411,31
22747191,4404134142,32
22747191,4404134131,33
22747191,1720903405,34
22747191,1721577726,35
22747191,1721577724,36
22747191,206358289,37
22747191,1721588346,38
22747191,206358291,39
22747262,244060972,0
22747262,308799772,1
22747262,244060974,2
22747262,3053364363,3
22747262,3053364348,4
22747262,3053364340,5
22747262,3053364334,6
22747262,2794300144,7
22747262,2343686933,8
22747262,308800085,9
22747262,244059844,10
22747262,4422401843,11
22747262,4422401844,12
22747262,5239926225,13
22747262,244060976,14
22747262,2794300130,15
22747262,4422401842,16
22747262,4422401840,17
22747262,4989365227,18
22747262,4422401839,19
22747262,3053364268,20
22747262,3053364292,21
22747262,3053364316,22
22747262,3053364339,23
22747262,244060972,24
22747264,244061093,0
22747264,3821426518,1
22747264,3821426519,2
22747264,244061094,3
22747264,244061095,4
22747264,1971858728,5
22747264,1971858736,6
22747264,1971858739,7
22747264,1971858766,8
22747264,1971858764,9
22747264,1971858738,10
22747264,3817472516,11
22747264,1971858733,12
22747264,1971858760,13
22747264,1971858741,14
22747264,1971858732,15
22747264,1971858730,16
22747264,1971858722,17
22747264,244061096,18
22747264,244061093,19
22747284,244061902,0
22747284,244061903,1
22747284,244061904,2
22747284,244061905,3
22747284,244061906,4
22747284,244061907,5
22747284,244061908,6
22747284,244061909,7
22747284,244061910,8
22747284,244061911,9
22747284,244061902,10
23646760,3150419456,0
23646760,418419141,1
23646760,3150419458,2
23646760,256182923,3
23646760,3391306284,4
23646760,3391306285,5
23646760,256182924,6
23646761,256182979,0
23646761,256182978,1
23646761,256182977,2
23646763,256183013,0
23646763,2534825478,1
23646763,2534825480,2
23646763,256183012,3
23646763,256183011,4
23646763,418419148,5
23646763,2534825484,6
23646763,3575801905,7
23646763,256182980,8
23646763,2534825487,9
23646763,2534825489,10
23646763,1368695218,11
23646763,1368695257,12
23646763,2534825496,13
23646763,2534825495,14
23646764,256183011,0
23646764,738227594,1
23646764,256183143,2
23646765,715559699,0
23646765,731166160,1
23646765,731166156,2
23646768,256183289,0
23646768,3380036636,1
23646768,256183287,2
23646768,256183286,3
23646768,3391306288,4
23646768,256183179,5
23646769,256183287,0
23646769,256183327,1
23646769,256183046,2
23646769,635100497,3
23646769,256182977,4
23646770,256183341,0
23646770,256183349,1
23646770,256183286,2
23646771,205488017,0
23646771,256183426,1
23646771,5921496439,2
23646771,256183427,3
23646773,256183454,0
23646773,3380036635,1
23646773,5921538289,2
23646773,256183453,3
23646773,5921538291,4
23646773,256183452,5
23646773,5921538292,6
23646773,5921505718,7
23646773,7110227220,8
23646773,256183432,9
23646774,205488021,0
23646774,5921505711,1
23646774,538093877,2
23646774,7110711825,3
23646774,311243323,4
23646774,7110172867,5
23646774,7110172866,6
23646774,256183431,7
23646774,7110172865,8
23646774,2474401132,9
23646774,5921538297,10
23646774,256183459,11
23646774,5921538296,12
23646774,5651598824,13
23646774,256183460,14
23646774,5921538285,15
23646774,256183461,16
23646775,256183462,0
23646775,5551556044,1
23646775,256183463,2
23646775,5921538286,3
23646775,256183460,4
23646775,5921537984,5
23646775,5921538288,6
23646775,256183453,7
23646775,5921538287,8
23646775,5921538290,9
23646775,256183464,10
23646776,256183469,0
23646776,5921538294,1
23646776,256183452,2
23646776,5921538293,3
23646776,5921538295,4
23646776,256183459,5
23646776,5921496631,6
23646776,256183468,7
23646776,5921496436,8
23646776,256183466,9
23646778,635100493,0
23646778,5921496632,1
23646778,256183468,2
23646778,5921496630,3
23646778,5651598846,4
23646778,256183463,5
23646779,205488018,0
23646779,5921433479,1
23646779,256183475,2
23646779,5921498485,3
23646779,256183429,4
23646779,5921154180,5
23646779,256183466,6
